datetime,temperature,humidity,wind_speed,pressure
2017-01-01T00:00:00,26,85,9.3,982.5
2017-01-01T03:00:00,25,94,7.4,981.8
2017-01-01T06:00:00,22,92,14.8,981.3
2017-01-01T09:00:00,25.2,90,18.5,983.3
2017-01-01T12:00:00,28.8,79,12.1,985.3
2017-01-01T15:00:00,31.8,75,18.5,984.3
2017-01-01T18:00:00,30,79,7.4,982.7
2017-01-01T21:00:00,23,100,11.1,983.4
2017-01-02T00:00:00,22,100,0,983.9
2017-01-02T03:00:00,22,100,0,982.9
2017-01-02T06:00:00,22,92,0,982.9
2017-01-02T09:00:00,26,85,7.4,985.1
2017-01-02T12:00:00,31.4,70,9.3,985.1
2017-01-02T15:00:00,34,56,0,982.3
2017-01-02T18:00:00,33,61,11.1,979.2
2017-01-02T21:00:00,26.4,75,7.4,981.1
2017-01-03T00:00:00,25.4,82,5.6,981.3
2017-01-03T03:00:00,23.4,88,7.4,980.4
2017-01-03T06:00:00,23.4,89,9.3,980.9
2017-01-03T09:00:00,27.6,80,14.8,982.3
2017-01-03T12:00:00,31.2,64,14.8,981.9
2017-01-03T15:00:00,32.2,60,14.8,979.8
2017-01-03T18:00:00,31.8,67,7.4,977
2017-01-03T21:00:00,28,78,5.6,978.4
2017-01-04T00:00:00,26.2,90,11.1,981.3
2017-01-04T03:00:00,25,92,7.4,980
2017-01-04T06:00:00,23.4,96,5.6,978.6
2017-01-04T09:00:00,28.4,74,22.2,981.1
2017-01-04T12:00:00,32.4,64,37.1,981.1
2017-01-04T15:00:00,34.4,55,18.5,980.5
2017-01-04T18:00:00,33.4,58,11.1,977.5
2017-01-04T21:00:00,28.8,79,5.6,979.1
2017-01-05T00:00:00,26.4,82,25.9,981.5
2017-01-05T03:00:00,29.8,68,18.5,980.5
2017-01-05T06:00:00,23.8,92,18.5,980.9
2017-01-05T09:00:00,26,83,12.1,983.4
2017-01-05T12:00:00,26.6,80,5.6,984.5
2017-01-05T15:00:00,30,72,5.6,982.9
2017-01-05T18:00:00,23.6,91,11.1,982.7
2017-01-05T21:00:00,22.8,94,11.1,983.3
2017-01-06T00:00:00,23.4,95,5.6,984.5
2017-01-06T03:00:00,22.2,98,5.6,983.1
2017-01-06T06:00:00,22.8,94,0,983.6
2017-01-06T09:00:00,25,91,0,985.6
2017-01-06T12:00:00,28,71,11.1,985.5
2017-01-06T15:00:00,29.6,68,16.7,984.2
2017-01-06T18:00:00,29.4,69,5.6,982.1
2017-01-06T21:00:00,26.8,85,5.6,983.5
2017-01-07T00:00:00,24.4,88,0,983.9
2017-01-07T03:00:00,23.4,88,5.6,983.4
2017-01-07T06:00:00,22.4,89,11.1,983.6
2017-01-07T09:00:00,27,84,12.1,985.2
2017-01-07T12:00:00,31,65,11.1,985.5
2017-01-07T15:00:00,33.4,58,7.4,983.5
2017-01-07T18:00:00,30,77,3.7,982.3
2017-01-07T21:00:00,24,92,12.1,984.1
2017-01-08T00:00:00,24,91,9.3,984.7
2017-01-08T03:00:00,24,93,7.4,982.9
2017-01-08T06:00:00,23.2,98,5.6,982.4
2017-01-08T09:00:00,28.5,81,9.3,984.2
2017-01-08T12:00:00,32,72,14.8,981.5
2017-01-08T15:00:00,33.6,58,14.8,979.6
2017-01-08T18:00:00,33.6,57,9.3,977.9
2017-01-08T21:00:00,28.8,80,5.6,978.5
2017-01-09T00:00:00,26,91,5.6,979.7
2017-01-09T03:00:00,25.3,95,5.6,977.7
2017-01-09T06:00:00,24.8,94,5.6,978.7
2017-01-09T09:00:00,29,77,12.1,979.8
2017-01-09T12:00:00,33,60,16.7,979
2017-01-09T15:00:00,35.6,54,9.3,978.2
2017-01-09T18:00:00,33.6,63,11.1,976.5
2017-01-09T21:00:00,28.4,81,7.4,977.6
2017-01-10T00:00:00,26.4,82,9.3,978.6
2017-01-10T03:00:00,25,83,11.1,977.2
2017-01-10T06:00:00,23.6,86,9.3,978.9
2017-01-10T09:00:00,27.2,76,14.8,981.3
2017-01-10T12:00:00,30.6,69,25.9,982.4
2017-01-10T15:00:00,22,92,20.4,981.8
2017-01-10T18:00:00,24.8,84,14.8,980.5
2017-01-10T21:00:00,23.2,90,5.6,980.2
2017-01-11T00:00:00,22.8,94,24.1,981.6
2017-01-11T03:00:00,22,92,9.3,981.9
2017-01-11T06:00:00,22,99,7.4,982.8
2017-01-11T09:00:00,26,83,9.3,983.6
2017-01-11T12:00:00,29,71,5.6,983.9
2017-01-11T15:00:00,30.2,70,11.1,982.1
2017-01-11T18:00:00,31.4,64,7.4,979.8
2017-01-11T21:00:00,27.4,88,9.3,981.6
2017-01-12T00:00:00,25.4,96,5.6,983.3
2017-01-12T03:00:00,24.2,98,0,982.2
2017-01-12T06:00:00,23.6,96,7.4,982.7
2017-01-12T09:00:00,27.4,75,18.5,984.9
2017-01-12T12:00:00,31.6,68,16.7,985.1
2017-01-12T15:00:00,34.2,55,12.1,1003.3
2017-01-12T18:00:00,34,51,14.8,981
2017-01-12T21:00:00,29.4,75,0,982
2017-01-13T00:00:00,26,91,0,983.2
2017-01-13T03:00:00,25,93,12.1,982.1
2017-01-13T06:00:00,24.8,92,7.4,983.1
2017-01-13T09:00:00,28,77,14.8,983.5
2017-01-13T12:00:00,30.4,64,11.1,983.5
2017-01-13T15:00:00,32.6,57,3.7,981.9
2017-01-13T18:00:00,32.6,57,7.4,979.7
2017-01-13T21:00:00,29,77,3.7,980
2017-01-14T00:00:00,26.4,82,0,980.8
2017-01-14T03:00:00,24.4,88,0,980.2
2017-01-14T06:00:00,23.6,94,5.6,979.9
2017-01-14T09:00:00,28.8,71,5.6,981.3
2017-01-14T12:00:00,33,56,12.1,981.9
2017-01-14T15:00:00,34.6,49,9.3,980.2
2017-01-14T18:00:00,28.2,72,11.1,979.1
2017-01-14T21:00:00,27,77,18.5,979.6
2017-01-15T00:00:00,24,91,7.4,979.5
2017-01-15T03:00:00,23.4,95,7.4,978.7
2017-01-15T06:00:00,21.8,94,5.6,978.3
2017-01-15T09:00:00,28,85,12.1,980.5
2017-01-15T12:00:00,33,62,22.2,980.5
2017-01-15T15:00:00,34.2,56,22.2,978.6
2017-01-15T18:00:00,30,72,16.7,977.6
2017-01-15T21:00:00,26,92,11.1,979.6
2017-01-16T00:00:00,26,92,0,980.6
2017-01-16T03:00:00,25,92,0,977.6
2017-01-16T06:00:00,24,92,0,978.6
2017-01-16T09:00:00,29,77,7.4,979.7
2017-01-16T12:00:00,32,61,18.5,979.7
2017-01-16T15:00:00,25.4,88,11.1,979.9
2017-01-16T18:00:00,27.6,59,5.6,978.4
2017-01-16T21:00:00,23.2,82,5.6,976.9
2017-01-17T00:00:00,22.2,89,3.7,978.3
2017-01-17T03:00:00,21.4,87,0,977.9
2017-01-17T06:00:00,21.4,88,3.7,978
2017-01-17T09:00:00,24.2,89,7.4,979.3
2017-01-17T12:00:00,27.9,70,12.1,978.7
2017-01-17T15:00:00,30.7,56,16.7,977
2017-01-17T18:00:00,30.6,50,22.2,975.5
2017-01-17T21:00:00,24.7,77,9.3,976.9
2017-01-18T00:00:00,23,96,5.6,978.2
2017-01-18T03:00:00,22,92,5.6,978.9
2017-01-18T06:00:00,21,92,7.4,979.6
2017-01-18T09:00:00,27.2,76,11.1,980.9
2017-01-18T12:00:00,31.2,59,18.5,981.2
2017-01-18T15:00:00,32.6,56,18.5,980.2
2017-01-18T18:00:00,32,54,22.2,978.6
2017-01-18T21:00:00,28.6,66,11.1,980.4
2017-01-19T00:00:00,25,83,14.8,981.9
2017-01-19T03:00:00,23.4,87,18.5,981.7
2017-01-19T06:00:00,22,90,11.1,981.9
2017-01-19T09:00:00,27.5,74,16.7,984.4
2017-01-19T12:00:00,32.3,59,16.7,983.8
2017-01-19T15:00:00,33.6,52,16.7,982.1
2017-01-19T18:00:00,31.9,55,16.7,980.8
2017-01-19T21:00:00,27.8,78,7.4,983
2017-01-20T00:00:00,26.3,83,7.4,983.8
2017-01-20T03:00:00,24.3,81,11.1,984.6
2017-01-20T06:00:00,22.8,85,14.8,986.3
2017-01-20T09:00:00,27.4,68,25.9,986.3
2017-01-20T12:00:00,30.2,58,18.5,987.5
2017-01-20T15:00:00,32.4,52,14.8,986.7
2017-01-20T18:00:00,32,54,11.1,984.1
2017-01-20T21:00:00,27,77,5.6,984.7
2017-01-21T00:00:00,25.8,79,5.6,986.1
2017-01-21T03:00:00,23.4,89,0,985.1
2017-01-21T06:00:00,22.8,92,5.6,985.7
2017-01-21T09:00:00,27,82,16.7,987.2
2017-01-21T12:00:00,31.2,63,16.7,987
2017-01-21T15:00:00,30.6,61,14.8,984.5
2017-01-21T18:00:00,29.2,63,42.6,983
2017-01-21T21:00:00,22.4,79,16.7,983.5
2017-01-22T00:00:00,21.1,88,5.6,984.3
2017-01-22T03:00:00,20.3,95,7.4,983.6
2017-01-22T06:00:00,19.4,96,5.6,983.2
2017-01-22T09:00:00,26,84,9.3,985.9
2017-01-22T12:00:00,31.2,64,20.4,985.3
2017-01-22T15:00:00,32,61,12.1,983.3
2017-01-22T18:00:00,29.8,67,14.8,982.5
2017-01-22T21:00:00,25.6,86,14.8,982.5
2017-01-23T00:00:00,22.2,89,0,982.5
2017-01-23T03:00:00,22,92,0,982.5
2017-01-23T06:00:00,22,92,7.4,982.5
2017-01-23T09:00:00,25.4,74,18.5,985.2
2017-01-23T12:00:00,30.2,58,22.2,983.2
2017-01-23T15:00:00,33.4,47,22.2,981.6
2017-01-23T18:00:00,31,54,9.3,979.8
2017-01-23T21:00:00,27,78,5.6,981.6
2017-01-24T00:00:00,24,84,5.6,982.8
2017-01-24T03:00:00,23.2,89,5.6,981.6
2017-01-24T06:00:00,22.4,88,5.6,981.4
2017-01-24T09:00:00,27.6,74,18.5,984
2017-01-24T12:00:00,32.4,58,27.8,984.1
2017-01-24T15:00:00,31.2,59,12.1,982
2017-01-24T18:00:00,24,84,20.4,981.2
2017-01-24T21:00:00,23.2,90,9.3,982.4
2017-01-25T00:00:00,22,92,11.1,984
2017-01-25T03:00:00,21.4,96,7.4,982.2
2017-01-25T06:00:00,22,99,5.6,982.9
2017-01-25T09:00:00,25,90,5.6,983.4
2017-01-25T12:00:00,27.4,80,5.6,983.7
2017-01-25T15:00:00,32,55,22.2,982.4
2017-01-25T18:00:00,31.8,49,18.5,980.2
2017-01-25T21:00:00,25,84,0,982.6
2017-01-26T00:00:00,22.6,94,0,983.4
2017-01-26T03:00:00,22,92,0,983.3
2017-01-26T06:00:00,21,91,0,984.2
2017-01-26T09:00:00,24.6,77,22.2,985.5
2017-01-26T12:00:00,29.8,50,33.4,987.1
2017-01-26T15:00:00,29.6,48,33.4,986.3
2017-01-26T18:00:00,28.6,42,35.2,986.2
2017-01-26T21:00:00,22.4,63,24.1,987.4
2017-01-27T00:00:00,19,79,29.6,988.5
2017-01-27T03:00:00,16.2,86,16.7,987.6
2017-01-27T06:00:00,15.6,91,12.1,988.2
2017-01-27T09:00:00,21.4,71,11.1,989.2
2017-01-27T12:00:00,26.4,45,18.5,988.2
2017-01-27T15:00:00,29.8,36,18.5,986.8
2017-01-27T18:00:00,28,39,18.5,985.2
2017-01-27T21:00:00,23,58,11.1,986.4
2017-01-28T00:00:00,19.5,76,9.3,988.5
2017-01-28T03:00:00,17.6,80,9.3,987.1
2017-01-28T06:00:00,17,89,7.4,986.1
2017-01-28T09:00:00,22.3,71,16.7,988.6
2017-01-28T12:00:00,29.2,52,16.7,988.7
2017-01-28T15:00:00,32,43,16.7,987.1
2017-01-28T18:00:00,32.5,36,12.1,984.5
2017-01-28T21:00:00,27.4,55,11.1,985.5
2017-01-29T00:00:00,24,75,5.6,987.7
2017-01-29T03:00:00,22.6,86,5.6,986.5
2017-01-29T06:00:00,21.3,96,0,987
2017-01-29T09:00:00,27.2,76,29.6,988.9
2017-01-29T12:00:00,31.4,58,35.2,989.1
2017-01-29T15:00:00,32,55,33.4,988.1
2017-01-29T18:00:00,32.6,57,25.9,986.1
2017-01-29T21:00:00,27,77,12.1,986.1
2017-01-30T00:00:00,25,91,0,988.1
2017-01-30T03:00:00,24.1,91,0,987.1
2017-01-30T06:00:00,22,92,0,987.1
2017-01-30T09:00:00,27.1,76,16.7,987.5
2017-01-30T12:00:00,30.8,54,20.4,987.3
2017-01-30T15:00:00,32,48,22.2,984.2
2017-01-30T18:00:00,22.1,91,20.4,984
2017-01-30T21:00:00,21.8,93,18.5,985.8
2017-01-31T00:00:00,21.9,93,11.1,985.6
2017-01-31T03:00:00,22,99,7.4,984.4
2017-01-31T06:00:00,21.7,93,16.7,984
2017-01-31T09:00:00,23,91,18.5,987.1
2017-01-31T12:00:00,22,90,5.6,987.1
2017-01-31T15:00:00,26,77,14.8,983.3
2017-01-31T18:00:00,22.4,95,9.3,981.5
2017-01-31T21:00:00,21.4,96,5.6,981.9
2017-02-01T00:00:00,20.8,94,5.6,982.5
2017-02-01T03:00:00,20.4,95,9.3,981.1
2017-02-01T06:00:00,20.8,93,9.3,981.6
2017-02-01T09:00:00,23.8,84,25.9,982.4
2017-02-01T12:00:00,29,65,18.5,981.1
2017-02-01T15:00:00,22.8,92,5.6,979.4
2017-02-01T18:00:00,25,83,11.1,977
2017-02-01T21:00:00,23.8,92,11.1,978.6
2017-02-02T00:00:00,20.6,94,5.6,979.5
2017-02-02T03:00:00,20.6,94,7.4,977
2017-02-02T06:00:00,20.4,95,3.7,978.9
2017-02-02T09:00:00,21.8,91,5.6,981.2
2017-02-02T12:00:00,26.8,72,5.6,980.7
2017-02-02T15:00:00,28.8,66,9.3,978.5
2017-02-02T18:00:00,28,70,11.1,976.9
2017-02-02T21:00:00,23.4,83,5.6,977.9
2017-02-03T00:00:00,22.8,92,0,978.9
2017-02-03T03:00:00,22,91,3.7,978.7
2017-02-03T06:00:00,21,91,5.6,979.1
2017-02-03T09:00:00,24.6,87,5.6,981.4
2017-02-03T12:00:00,30,65,5.6,981.7
2017-02-03T15:00:00,32.6,46,9.3,980.3
2017-02-03T18:00:00,33,45,5.6,978.9
2017-02-03T21:00:00,27,77,7.4,980.1
2017-02-04T00:00:00,25,84,5.6,980.2
2017-02-04T03:00:00,23.4,95,5.6,979.9
2017-02-04T06:00:00,23,91,5.6,979.9
2017-02-04T09:00:00,27.8,79,9.3,980.9
2017-02-04T12:00:00,33.2,55,18.5,980.7
2017-02-04T15:00:00,35.2,46,14.8,978.6
2017-02-04T18:00:00,35.8,39,11.1,976.7
2017-02-04T21:00:00,28.8,66,0,978.5
2017-02-05T00:00:00,26,83,0,979.5
2017-02-05T03:00:00,26,86,0,979.1
2017-02-05T06:00:00,24.6,88,14.8,978.5
2017-02-05T09:00:00,23,90,16.7,982.4
2017-02-05T12:00:00,20.8,93,9.3,986.9
2017-02-05T15:00:00,20.8,93,11.1,985.6
2017-02-05T18:00:00,22.4,87,11.1,980.2
2017-02-05T21:00:00,21.4,88,11.1,981.2
2017-02-06T00:00:00,21,91,9.3,983.3
2017-02-06T03:00:00,20.8,92,9.3,983.7
2017-02-06T06:00:00,20,91,14.8,983.2
2017-02-06T09:00:00,22.6,78,22.2,983.9
2017-02-06T12:00:00,26,67,14.8,985.3
2017-02-06T15:00:00,30.8,38,9.3,982.7
2017-02-06T18:00:00,30.8,39,18.5,981
2017-02-06T21:00:00,24.2,66,11.1,982
2017-02-07T00:00:00,21.8,75,16.7,982.6
2017-02-07T03:00:00,19.2,88,11.1,981.5
2017-02-07T06:00:00,17.6,92,11.1,981.6
2017-02-07T09:00:00,21.4,77,12.1,983.7
2017-02-07T12:00:00,28.8,46,7.4,983.3
2017-02-07T15:00:00,32.2,28,11.1,981.5
2017-02-07T18:00:00,32,33,22.2,979.7
2017-02-07T21:00:00,25,54,14.8,981.1
2017-02-08T00:00:00,23,66,9.3,981.3
2017-02-08T03:00:00,21,74,9.3,980
2017-02-08T06:00:00,19,82,5.6,980.7
2017-02-08T09:00:00,24.8,69,5.6,983.1
2017-02-08T12:00:00,32,55,7.4,983.1
2017-02-08T15:00:00,36,37,7.4,980.7
2017-02-08T18:00:00,35.2,37,14.8,979.6
2017-02-08T21:00:00,29,59,5.6,980.6
2017-02-09T00:00:00,26.2,75,9.3,982.9
2017-02-09T03:00:00,24,90,5.6,982.1
2017-02-09T06:00:00,23,92,5.6,982.9
2017-02-09T09:00:00,26.6,80,11.1,983.3
2017-02-09T12:00:00,26,85,9.3,983.3
2017-02-09T15:00:00,22,100,44.5,983.3
2017-02-09T18:00:00,21.6,95,14.8,982.1
2017-02-09T21:00:00,22,99,18.5,982.3
2017-02-10T00:00:00,22.4,96,18.5,984
2017-02-10T03:00:00,22,99,18.5,983
2017-02-10T06:00:00,22,93,18.5,979.7
2017-02-10T09:00:00,23,92,5.6,982.8
2017-02-10T12:00:00,27,77,12.1,983.3
2017-02-10T15:00:00,23.2,98,12.1,982.5
2017-02-10T18:00:00,22.6,95,18.5,981.3
2017-02-10T21:00:00,22.4,96,14.8,981.3
2017-02-11T00:00:00,21.8,100,0,981.5
2017-02-11T03:00:00,22.2,98,11.1,979.5
2017-02-11T06:00:00,22,92,11.1,979.1
2017-02-11T09:00:00,22.8,94,9.3,979.8
2017-02-11T12:00:00,24.4,95,12.1,979.7
2017-02-11T15:00:00,27.4,88,12.1,979.9
2017-02-11T18:00:00,28,78,9.3,978.8
2017-02-11T21:00:00,24.4,95,5.6,980
2017-02-12T00:00:00,23,99,5.6,979.8
2017-02-12T03:00:00,22.8,100,5.6,978.6
2017-02-12T06:00:00,22,99,0,978.9
2017-02-12T09:00:00,24.5,87,5.6,979.6
2017-02-12T12:00:00,28.4,74,14.8,979.6
2017-02-12T15:00:00,29.4,69,18.5,978.2
2017-02-12T18:00:00,29.8,79,24.1,977.6
2017-02-12T21:00:00,25.6,87,11.1,979.6
2017-02-13T00:00:00,24,92,0,981.5
2017-02-13T03:00:00,21.2,98,7.4,978.3
2017-02-13T06:00:00,21.2,98,9.3,979.3
2017-02-13T09:00:00,23.4,87,7.4,980.5
2017-02-13T12:00:00,29,57,5.6,980.5
2017-02-13T15:00:00,30.6,50,18.5,979.9
2017-02-13T18:00:00,30.4,50,14.8,978.1
2017-02-13T21:00:00,25.4,66,11.1,979.8
2017-02-14T00:00:00,23.2,81,12.1,981.5
2017-02-14T03:00:00,22,82,5.6,981.1
2017-02-14T06:00:00,22,91,5.6,981.3
2017-02-14T09:00:00,23.8,84,5.6,983.9
2017-02-14T12:00:00,29.1,70,16.7,984.8
2017-02-14T15:00:00,26,91,18.5,984.3
2017-02-14T18:00:00,26,85,18.5,983.6
2017-02-14T21:00:00,25.2,89,14.8,984.9
2017-02-15T00:00:00,24.7,93,5.6,986.7
2017-02-15T03:00:00,23.7,93,9.3,986.3
2017-02-15T06:00:00,23.8,94,5.6,986.8
2017-02-15T09:00:00,26,92,0,989.4
2017-02-15T12:00:00,31.4,71,22.2,990.4
2017-02-15T15:00:00,26.2,91,14.8,988.4
2017-02-15T18:00:00,28,78,20.4,987.4
2017-02-15T21:00:00,25.8,93,0,987.4
2017-02-16T00:00:00,25,92,0,988.4
2017-02-16T03:00:00,21.4,95,0,988.1
2017-02-16T06:00:00,23,99,0,987.1
2017-02-16T09:00:00,28.2,70,11.1,987.5
2017-02-16T12:00:00,34.2,49,11.1,988.2
2017-02-16T15:00:00,36.2,42,14.8,985.3
2017-02-16T18:00:00,36,44,14.8,983.7
2017-02-16T21:00:00,28.4,61,11.1,983.7
2017-02-17T00:00:00,24.4,73,11.1,984.7
2017-02-17T03:00:00,24.2,75,7.4,984.1
2017-02-17T06:00:00,23.6,86,11.1,983.1
2017-02-17T09:00:00,28.2,70,11.1,983.9
2017-02-17T12:00:00,33,50,11.1,984.4
2017-02-17T15:00:00,26,76,55.6,982.9
2017-02-17T18:00:00,28,84,3.7,980.3
2017-02-17T21:00:00,25.8,93,7.4,980.7
2017-02-18T00:00:00,25.4,89,5.6,981.8
2017-02-18T03:00:00,24.4,87,7.4,981.7
2017-02-18T06:00:00,23.4,87,5.6,982.1
2017-02-18T09:00:00,27.6,79,7.4,983.7
2017-02-18T12:00:00,32.2,54,18.5,984
2017-02-18T15:00:00,33.6,47,11.1,983.2
2017-02-18T18:00:00,28,78,11.1,982.4
2017-02-18T21:00:00,25.4,81,11.1,983.3
2017-02-19T00:00:00,25.4,82,11.1,985.1
2017-02-19T03:00:00,24.8,92,7.4,985.7
2017-02-19T06:00:00,24,91,7.4,985.6
2017-02-19T09:00:00,27,85,12.1,986.9
2017-02-19T12:00:00,32,66,18.5,989.2
2017-02-19T15:00:00,26,91,0,986.2
2017-02-19T18:00:00,33,61,0,985.2
2017-02-19T21:00:00,27,85,16.7,986.1
2017-02-20T00:00:00,25.6,94,0,987.1
2017-02-20T03:00:00,24,91,0,987.1
2017-02-20T06:00:00,24,91,14.8,987.1
2017-02-20T09:00:00,27.4,76,14.8,988.1
2017-02-20T12:00:00,32.2,52,14.8,989.1
2017-02-20T15:00:00,35.4,42,14.8,987.4
2017-02-20T18:00:00,35.4,42,14.8,985.4
2017-02-20T21:00:00,28,70,11.1,986.3
2017-02-21T00:00:00,26.4,75,7.4,987
2017-02-21T03:00:00,25,84,7.4,986.3
2017-02-21T06:00:00,23.2,91,7.4,986
2017-02-21T09:00:00,28.2,70,18.5,986.9
2017-02-21T12:00:00,33.8,52,14.8,986.3
2017-02-21T15:00:00,36.4,45,14.8,984.3
2017-02-21T18:00:00,36,37,14.8,982.3
2017-02-21T21:00:00,29.6,60,14.8,983
2017-02-22T00:00:00,26,84,9.3,984.6
2017-02-22T03:00:00,25,84,0,984.6
2017-02-22T06:00:00,25,84,0,983.6
2017-02-22T09:00:00,28.4,75,7.4,985.1
2017-02-22T12:00:00,34,52,22.2,985.2
2017-02-22T15:00:00,37.4,42,22.2,983.1
2017-02-22T18:00:00,28,57,18.5,982.6
2017-02-22T21:00:00,27,70,7.4,984
2017-02-23T00:00:00,23,83,7.4,985.3
2017-02-23T03:00:00,22.4,88,7.4,983.9
2017-02-23T06:00:00,22.6,94,7.4,983.8
2017-02-23T09:00:00,25,83,18.5,983.7
2017-02-23T12:00:00,21,100,33.4,984.6
2017-02-23T15:00:00,22,99,7.4,984.6
2017-02-23T18:00:00,22,99,11.1,981.2
2017-02-23T21:00:00,22.4,95,9.3,983.1
2017-02-24T00:00:00,22,92,11.1,985.3
2017-02-24T03:00:00,21,92,5.6,983.1
2017-02-24T06:00:00,19.6,94,7.4,982.5
2017-02-24T09:00:00,24,83,3.7,984.7
2017-02-24T12:00:00,28.6,67,11.1,984.7
2017-02-24T15:00:00,31.6,57,5.6,982.2
2017-02-24T18:00:00,31.6,50,5.6,980.2
2017-02-24T21:00:00,26.2,75,5.6,981
2017-02-25T00:00:00,24,91,5.6,982.9
2017-02-25T03:00:00,22.4,89,0,980.9
2017-02-25T06:00:00,22,92,3.7,982.3
2017-02-25T09:00:00,26,84,11.1,983
2017-02-25T12:00:00,31.8,55,14.8,983.2
2017-02-25T15:00:00,34.6,44,9.3,980.7
2017-02-25T18:00:00,32.4,47,25.9,979
2017-02-25T21:00:00,27.8,71,12.1,981.1
2017-02-26T00:00:00,25.7,85,5.6,981.9
2017-02-26T03:00:00,24.2,89,7.4,980.9
2017-02-26T06:00:00,22.6,95,9.3,981.5
2017-02-26T09:00:00,26.8,86,12.1,983.4
2017-02-26T12:00:00,31.2,71,16.7,984.4
2017-02-26T15:00:00,34.4,50,18.5,983.6
2017-02-26T18:00:00,30,66,29.6,981.6
2017-02-26T21:00:00,26,91,9.3,982.6
2017-02-27T00:00:00,24.8,93,14.8,983.6
2017-02-27T03:00:00,23.8,94,0,981.6
2017-02-27T06:00:00,23,92,0,981.6
2017-02-27T09:00:00,27.4,75,9.3,982.9
2017-02-27T12:00:00,31.6,61,12.1,982.9
2017-02-27T15:00:00,34.4,44,11.1,980.2
2017-02-27T18:00:00,27.4,68,9.3,978.9
2017-02-27T21:00:00,26.4,81,5.6,980.2
2017-02-28T00:00:00,24.4,81,3.7,980.6
2017-02-28T03:00:00,23,91,0,980.3
2017-02-28T06:00:00,22.4,88,7.4,979.5
2017-02-28T09:00:00,27.6,80,9.3,980.4
2017-02-28T12:00:00,34.4,50,18.5,980.1
2017-02-28T15:00:00,26,84,11.1,978.6
2017-02-28T18:00:00,23,90,9.3,978.4
2017-02-28T21:00:00,23,90,9.3,979.1
2017-03-01T00:00:00,22.4,95,5.6,979.3
2017-03-01T03:00:00,22.2,97,3.7,976.5
2017-03-01T06:00:00,22,92,5.6,977.1
2017-03-01T09:00:00,24.8,86,5.6,978.7
2017-03-01T12:00:00,30.2,64,11.1,978.4
2017-03-01T15:00:00,25.2,82,22.2,977
2017-03-01T18:00:00,24.6,84,3.7,976.9
2017-03-01T21:00:00,24,90,11.1,978.2
2017-03-02T00:00:00,23.4,83,5.6,979.4
2017-03-02T03:00:00,23,91,3.7,978.3
2017-03-02T06:00:00,22,91,7.4,978.5
2017-03-02T09:00:00,25,83,11.1,981
2017-03-02T12:00:00,28.4,74,25.9,981.6
2017-03-02T15:00:00,30.6,61,18.5,979.2
2017-03-02T18:00:00,27,76,22.2,979.2
2017-03-02T21:00:00,25.4,82,7.4,980.4
2017-03-03T00:00:00,24,84,7.4,981.4
2017-03-03T03:00:00,24,91,11.1,988.2
2017-03-03T06:00:00,24,91,7.4,982.2
2017-03-03T09:00:00,27,84,18.5,982.5
2017-03-03T12:00:00,30,71,9.3,983.5
2017-03-03T15:00:00,29,71,9.3,982.7
2017-03-03T18:00:00,29.2,76,7.4,979.1
2017-03-03T21:00:00,26.6,87,9.3,980.8
2017-03-04T00:00:00,26,91,14.8,980.9
2017-03-04T03:00:00,24.6,94,5.6,980.5
2017-03-04T06:00:00,22.8,92,14.8,980.5
2017-03-04T09:00:00,24.6,87,12.1,981.2
2017-03-04T12:00:00,25.8,86,5.6,980.8
2017-03-04T15:00:00,29,72,11.1,979.6
2017-03-04T18:00:00,24.4,89,5.6,977.8
2017-03-04T21:00:00,24,91,7.4,977.8
2017-03-05T00:00:00,24,91,3.7,978.6
2017-03-05T03:00:00,24,91,0,978.1
2017-03-05T06:00:00,24,91,0,978.2
2017-03-05T09:00:00,25.2,90,9.3,979.9
2017-03-05T12:00:00,28.4,75,9.3,980.7
2017-03-05T15:00:00,32,60,18.5,979.3
2017-03-05T18:00:00,31.4,63,9.3,977.9
2017-03-05T21:00:00,26.8,79,5.6,979.1
2017-03-06T00:00:00,25,89,12.1,981.3
2017-03-06T03:00:00,23.4,96,0,981.3
2017-03-06T06:00:00,23.2,98,3.7,981.4
2017-03-06T09:00:00,25.6,94,11.1,982.8
2017-03-06T12:00:00,29.8,73,7.4,983.7
2017-03-06T15:00:00,32,61,5.6,981
2017-03-06T18:00:00,32.6,57,5.6,981
2017-03-06T21:00:00,27.4,81,5.6,981.6
2017-03-07T00:00:00,25.2,90,5.6,983.1
2017-03-07T03:00:00,24,92,5.6,982.7
2017-03-07T06:00:00,23.6,94,5.6,983.1
2017-03-07T09:00:00,28.2,73,7.4,985
2017-03-07T12:00:00,31.4,63,11.1,984.9
2017-03-07T15:00:00,34,55,14.8,982.9
2017-03-07T18:00:00,33.4,54,5.6,980.7
2017-03-07T21:00:00,27.8,72,5.6,982.2
2017-03-08T00:00:00,26.8,85,5.6,982.3
2017-03-08T03:00:00,25.6,87,5.6,981.7
2017-03-08T06:00:00,25.4,88,7.4,982.1
2017-03-08T09:00:00,28.8,66,11.1,983.9
2017-03-08T12:00:00,32.8,61,14.8,984.9
2017-03-08T15:00:00,34.6,49,11.1,981.3
2017-03-08T18:00:00,34.4,50,11.1,980.4
2017-03-08T21:00:00,29,71,11.1,981.2
2017-03-09T00:00:00,27.2,76,7.4,981.1
2017-03-09T03:00:00,26,79,11.1,979.1
2017-03-09T06:00:00,26,91,7.4,978.5
